"annee","droit","type","beneficiaire","montant","nature","id"
2008,"privé","Association","AAEE - ENS CACHAN",500,"non",1
2008,"privé","Association","AAVI - AIDE VICTIMES D'INFRACTION",50935,"oui",2
2008,"privé","Association","ABCDE - ASSOCIATION BISONTINE CADRES DEMANDEURS D'EMPLOI",0,"oui",3
2008,"privé","Association","ACADEMIE DE MUSIQUE TCHAIKOVSKI",1000,"non",4
2008,"privé","Association","ACADEMIE DES SCIENCES, BELLES LETTRES ET ARTS",800,"non",5
2008,"privé","Association","ACCRORAP COMPAGNIE",15000,"non",6
2008,"privé","Association","ACCUEIL FAMILLES PERGAUD",0,"oui",7
2008,"privé","Association","ADAPEI - FOYER MARCEAU",0,"oui",8
2008,"privé","Association","ADDSEA - PREVENTION SPECIALISEE",536526.26,"oui",9
2008,"privé","Association","ADDSEA - SERVICE INSERTION",30450,"oui",10
2008,"privé","Association","ADDSEA - MANDATAIRES",0,"oui",11
2008,"privé","Association","ADDSEA - SOLEA",25090,"non",12
2008,"privé","Association","ADIE DOUBS",0,"oui",13
2008,"privé","Association","ADIF - ASSOCIATION DES DEPORTES INTERNES ET FAMILLES DE DISPARUS",0,"oui",14
2008,"privé","Association","ADMD",0,"oui",15
2008,"privé","Association","ADORR",331,"non",16
2008,"privé","Association","ADPC 25 ASS DEP PROTECTION CIVILE DOUBS",0,"oui",17
2008,"privé","Association","ADRIA ASS DEVELOP RECHERCHE IDEES AUTOGESTION",0,"oui",18
2008,"privé","Association","AERO-CLUB DE BESANCON - LA VEZE",10147,"non",19
2008,"privé","Association","AFPA CENTRE AFPA BESANCON",0,"oui",20
2008,"privé","Association","AFRIQ'ENERGIES - GRAVIERS BLANCS",8600,"non",21
2008,"privé","Association","AGIR ABCD FRANCHE COMTE",0,"oui",22
2008,"privé","Association","AGIR ET REAGIR CONSO",700,"oui",23
2008,"privé","Association","2AD - AIDE AUX DETENUS",4420,"non",24
2008,"privé","Association","AIDES",2900,"non",25
2008,"privé","Association","AIGLON SPORTS",1104,"non",26
2008,"privé","Association","AIVS - AGENCE IMMOBILIERE A VOCATION SOCIALE",4500,"non",27
2008,"privé","Association","ALCOOL ASSISTANCE CROIX OR BESANCON",800,"oui",28
2008,"privé","Association","ALCOOL ASSISTANCE CROIX OR DIJON",300,"non",29
2008,"privé","Association","ALCOOLIQUES ANONYMES",0,"oui",30
2008,"privé","Association","ALEDD",13049.67,"oui",31
2008,"privé","Association","ALIEN IN PARADISE",2000,"non",32
2008,"privé","Association","ALLIANCE GLISSE DE FRANCHE COMTE",135,"non",33
2008,"privé","Association","ALOUETTE (L')",0,"oui",34
2008,"privé","Association","ALTERNATIVE CHANTIERS FRANCHE-COMTE",12761,"oui",35
2008,"privé","Association","AMHNB AMIS DU MUSEUM D'HISTOIRE NATURELLE BESANCON",800,"oui",36
2008,"privé","Association","AMICALE CLUB BOULISTE BISONTIN",527,"non",37
2008,"privé","Association","AMICALE CYCLISTE BISONTINE ACB",31780,"oui",38
2008,"privé","Association","AMICALE DE BREGILLE VILLAGE",2200,"oui",39
2008,"privé","Association","AMICALE DES LOCATAIRES CNL BRULARD",0,"oui",40
2008,"privé","Association","AMICALE DES TILLEROYES",300,"non",41
2008,"privé","Association","AMICALE ELEVES SYMPA, ANCIENS ELEVES ECOLE AP",229,"non",42
2008,"privé","Association","AMICALE MOTOCYCLISTE DOUBS (AMD)",1774,"non",43
2008,"privé","Association","AMICALE RETRAITES VILLE DE BESANCON",4573,"oui",44
2008,"privé","Association","AMICALE SPORTIVE TERRITORIALE BISONTINE",25082,"oui",45
2008,"privé","Association","AMIS DE LA NATURE",600,"non",46
2008,"privé","Association","AMIS DES ARCHIVES DE FRANCHE-COMTE",0,"oui",47
2008,"privé","Association","AMIS DES MUSEES ET DES BIBLIOTHEQUES (LES)",800,"non",48
2008,"privé","Association","AMIS DU CYLINDRE (LES)",165000,"non",49
2008,"privé","Association","AMIS DU MUSEE RESISTANCE ET DEPORTATION FRANCHE COMTE",2000,"oui",50
2008,"privé","Association","AMIS DU MUSEUM DE BESANCON",0,"oui",51
2008,"privé","Association","AMIS DU THEATRE LYRIQUE",0,"oui",52
2008,"privé","Association","AMITIE JUDEO MUSULMANE DE FRANCE",2500,"non",53
2008,"privé","Association","AMITIES DES ILES",0,"oui",54
2008,"privé","Association","AMNESTY INTERNATIONAL",0,"oui",55
2008,"privé","Association","ANCIENS COMBATTANTS AFRIQUE NORD",0,"oui",56
2008,"privé","Association","ANDORINHAS AMICALE",0,"oui",57
2008,"privé","Association","ANTENNE PETITE ENFANCE DE F.C",202501.67,"non",58
2008,"privé","Association","APACA",6253,"non",59
2008,"privé","Association","APIC 25",200,"non",60
2008,"privé","Association","APICULTEURS DU DOUBS",0,"oui",61
2008,"privé","Association","APIM",11500,"oui",62
2008,"privé","Association","AQUA SPORT COMTOIS",360,"non",63
2008,"privé","Association","AQUA VERT FRANCHE COMTE",6730,"non",64
2008,"privé","Association","ARC CLUB BISONTIN",554,"non",65
2008,"privé","Association","ARC EN CIEL D'ORCHAMPS PALENTE",5500,"oui",66
2008,"privé","Association","ARCHERS DU CSAMB",1363,"non",67
2008,"privé","Association","AROEVEN",0,"oui",68
2008,"privé","Association","ARP BURKINA FASO",28595,"non",69
2008,"privé","Association","ART LIBRE COMTOIS",0,"oui",70
2008,"privé","Association","ARTAIDE",0,"oui",71
2008,"privé","Association","ARTHYS",0,"oui",72
2008,"privé","Association","ARTISANS DU MONDE",0,"oui",73
2008,"privé","Association","AS CITADELLE (LA)",995,"non",74
2008,"privé","Association","AS GYM TONUS DETENTE",0,"oui",75
2008,"privé","Association","AS SPORTIVE DU QUARTIER DE PLANOISE - ASQP",3226,"non",76
2008,"privé","Association","AS SPORTIVE ORCHAMPS-PALENTE",0,"oui",77
2008,"privé","Association","ASC MONTRAPON FOOTBALL",6451,"non",78
2008,"privé","Association","ASC VELOTTE FOOTBALL",7818,"oui",79
2008,"privé","Association","ASEC SAINT JOSEPH VOYAGES - COLLEGE ST JOSEPH",340,"oui",80
2008,"privé","Association","ASEP ASS SPORTIVE EDUCATION POPULAIRE IKS",224777.26,"oui",81
2008,"privé","Association","ASGB PATINAGE ARTISTIQUE",5514,"non",82
2008,"privé","Association","ASPOHB PALENTE ORCHAMPS HANDBALL",37287,"oui",83
2008,"privé","Association","ASPRO IMPRO",24000,"oui",84
2008,"privé","Association","ASPTT - BESANCON OMNISPORTS",21782,"oui",85
2008,"privé","Association","ASQAB",29535,"oui",86
2008,"privé","Association","ASS 360°",0,"oui",87
2008,"privé","Association","ASS COMBE SARAGOSSE",1400,"oui",88
2008,"privé","Association","ASS.FR. DES AMTEURS D'HORLOGERIE ANCIENNE",0,"oui",89
2008,"privé","Association","ASS. FRANCOIS AUPETIT",400,"non",90
2008,"privé","Association","ASS. MOGOBE",1000,"non",91
2008,"privé","Association","ASS.PALENTE VILLAGE",0,"oui",92
2008,"privé","Association","ASS. RETRAITES MILITAIRES",0,"oui",93
2008,"privé","Association","ASS. TAI JI QUAN",0,"oui",94
2008,"privé","Association","ASTRAGALE",1500,"non",95
2008,"privé","Association","ASTRONOMIQUE DE FRANCHE-COMTE",2300,"oui",96
2008,"privé","Association","ATD (AIDE A TOUTE DETRESSE) QUART MONDE",0,"oui",97
2008,"privé","Association","ATELIER MUSICAL DE MONTRAPON",6233,"oui",98
2008,"privé","Association","ATELIER MUSICAL DE POSTE DE FRANCE TELECOM",6180,"non",99
2008,"privé","Association","ATELIER MUSICAL DE ST FERJEUX, ROSEMONT, LA BUTTE",7134,"oui",100
2008,"privé","Association","ATELIER MUSICAL DE VELOTTE",4900,"oui",101
2008,"privé","Association","ATELIER MUSICAL DES CLAIRS-SOLEILS",4219,"oui",102
2008,"privé","Association","ATHLETIC CLUB BISONTIN",944,"non",103
2008,"privé","Association","ATSCAB BOWLING",208,"non",104
2008,"privé","Association","ATTILA",5000,"non",105
2008,"privé","Association","AUB- ASSOCIATION USAGERS BICYCLETTE",900,"oui",106
2008,"privé","Association","AUDAB - AGENCE URBANISME",53000,"non",107
2008,"privé","Association","AUTAB - ASS USAGERS DES TRANSPORTS DE L'AGGLOMERATION",0,"oui",108
2008,"privé","Association","AUTISTES BESANCON",0,"oui",109
2008,"privé","Association","AVENIR NATATION BESANCON - ANB",28470,"oui",110
2008,"privé","Association","AVENUE DU PART.AGE",465,"non",111
2008,"privé","Association","AVF BESANCON ACCUEIL VILLES FRANCAISES",0,"oui",112
2008,"privé","Association","BAF - LA FEDERATION DES ETUDIANTS DE BESANCON",0,"oui",113
2008,"privé","Association","BALISE 25 BESANCON",3303,"non",114
2008,"privé","Association","BAMS UFR STAPS",750,"non",115
2008,"privé","Association","BANQUE ALIMENTAIRE DU DOUBS",0,"oui",116
2008,"privé","Association","BASE BALL CLUB",523,"oui",117
2008,"privé","Association","BASTION (LE)",23500,"oui",118
2008,"privé","Association","BATTANT INFORMATION",1100,"non",119
2008,"privé","Association","BBCD-BASKET",577000,"oui",120
2008,"privé","Association","BEBES NAGEURS",0,"oui",121
2008,"privé","Association","BESAC RC BASKET",6000,"oui",122
2008,"privé","Association","BESACE BUREAU DES ELEVES ENSMM",1000,"oui",123
2008,"privé","Association","BESANCON ATHLETIC CLUB",0,"oui",124
2008,"privé","Association","BESANCON AUTOS MINIATURES",300,"non",125
2008,"privé","Association","BESANCON BISONS",1254,"non",126
2008,"privé","Association","BESANCON BOXE ANGLAISE",1584,"oui",127
2008,"privé","Association","BESANCON BUDO TOTAL STYLE",771,"non",128
2008,"privé","Association","BESANCON CLIC",0,"oui",129
2008,"privé","Association","BESANCON COMITE DES FETES",51000,"oui",130
2008,"privé","Association","BESANCON CONTRÔLE JUDICIAIRE",0,"oui",131
2008,"privé","Association","BESANCON CYCLOS RANDONNEURS (BCR)",230,"oui",132
2008,"privé","Association","BESANCON DANSE SPORTIVE",50,"oui",133
2008,"privé","Association","BESANCON GYMNASTIQUE RYTHMIQUE",15276,"non",134
2008,"privé","Association","BESANCON RING ATHLETIC BOXE",13450,"non",135
2008,"privé","Association","BESANCON ROYAL CLUB",0,"oui",136
2008,"privé","Association","BESANCON SKATING CLUB",28104,"oui",137
2008,"privé","Association","BESANCON TRIATHLON",6693,"non",138
2008,"privé","Association","BESANCON VOL LIBRE",130,"oui",139
2008,"privé","Association","BILBOBASSO",0,"oui",140
2008,"privé","Association","BOUGE TOI !",4500,"non",141
2008,"privé","Association","BOUILLEURS DE CRU",1500,"non",142
2008,"privé","Association","BOUILLOTE ET CIE",500,"non",143
2008,"privé","Association","BOURGOGNE MUSICAL ET THEATRE D'ENFANTS",0,"oui",144
2008,"privé","Association","BOUSBOTTE (LA)",2315,"oui",145
2008,"privé","Association","BOUTIQUE DE GESTION DE FC",43435,"oui",146
2008,"privé","Association","BOUTIQUE JEANNE ANTIDE",0,"oui",147
2008,"privé","Association","BRC CYCLISME",900,"oui",148
2008,"privé","Association","BRC ESCRIME",2000,"non",149
2008,"privé","Association","BRC FOOTBALL ASSOCIATION",297000,"oui",150
2008,"privé","Association","BRC OMNISPORTS",31937,"oui",151
2008,"privé","Association","BRC TENNIS",10400,"oui",152
2008,"privé","Association","BRRFTTTT",1500,"oui",153
2008,"privé","Association","BRULARD ENSEMBLE",0,"oui",154
2008,"privé","Association","BUC ESCRIME",2905,"non",155
2008,"privé","Association","BUC PLONGEE",235,"non",156
2008,"privé","Association","BUC TENNIS",410,"non",157
2008,"privé","Association","BUDO CLUB JUDO",312,"non",158
2008,"privé","Association","BVB - VOLLEY BALL",14137,"oui",159
2008,"privé","Association","CAEM CARREFOUR ANIM EDUCATION MUSICALE PLANOISE",9201,"oui",160
2008,"privé","Association","CAPEB - IFM",4000,"non",161
2008,"privé","Association","CAUE - CONSEIL ARCHITECTURE URBANISME",20400,"non",162
2008,"privé","Association","CARDIOLOGIE F-C. CLUB COEUR",0,"oui",163
2008,"privé","Association","CCPPO-CENTRE CULTUREL POPULAIRE",5000,"oui",164
2008,"privé","Association","CDDLE / RESF 25",600,"non",165
2008,"privé","Association","CDOS DU DOUBS",4040,"non",166
2008,"privé","Association","CENTRAFRIQUE SANS FRONTIERES",1000,"oui",167
2008,"privé","Association","CENTRE CULTUREL ESPERANTO",500,"non",168
2008,"privé","Association","CENTRE CULTUREL ISLAMIQUE DE FRANCHE-COMTE",0,"oui",169
2008,"privé","Association","CENTRE D'ART MOBILE",5000,"oui",170
2008,"privé","Association","CENTRE DE LOISIRS DU BARBOUX",22690.06,"non",171
2008,"privé","Association","CENTRE D'ENTRAIDE GENEALOGIQUE DE FC",0,"oui",172
2008,"privé","Association","CENTRE D'ENTRAINEMENT METHODES D'EDUCATION ACTIVE",4025,"oui",173
2008,"privé","Association","CENTRE D'INFORMATION DES DROITS DES FEMMES",0,"oui",174
2008,"privé","Association","CENTRE INFORMATION CONSULTATION SEXUALITE CICS",3037,"oui",175
2008,"privé","Association","CENTRE INFORMATION JEUNESSE DE FRANCHE COMTE CIJ",49000,"oui",176
2008,"privé","Association","CENTRE INTERNATIONAL DE SEJOUR CIS",120839,"oui",177
2008,"privé","Association","CENTRE MANIPULATIONS MENTALES - CCMM",950,"oui",178
2008,"privé","Association","CENTRE OMNISPORT PIERRE CROPPET",37873,"oui",179
2008,"privé","Association","CENTRES DE BREGILLE ASCC(SUBV)",1895,"oui",180
2008,"privé","Association","CERCLE ESCRIME ANCIENNE ET DE COMBAT BISONTIN",0,"oui",181
2008,"privé","Association","CERCLE INTER ADMINISTRATIF",0,"oui",182
2008,"privé","Association","CHEMIN DES SENS",10000,"oui",183
2008,"privé","Association","CHERCHEURS SOCIO HIST SPORT UFR STAPS",500,"non",184
2008,"privé","Association","CHINOIS DE L'EST",0,"oui",185
2008,"privé","Association","CHOEURS A CORPS",1200,"non",186
2008,"privé","Association","CHOEUR SCHUTZ",6500,"non",187
2008,"privé","Association","CHRISALIDE",2000,"oui",188
2008,"privé","Association","CIDFF DU DOUBS",13397,"non",189
2008,"privé","Association","CIGALEST",500,"non",190
2008,"privé","Association","CINQ ETOILES PRODUCTION",3500,"non",191
2008,"privé","Association","CITRON VERT (LE)",4500,"non",192
2008,"privé","Association","CLCV",5000,"oui",193
2008,"privé","Association","CLE DE SOL (LA)",500,"oui",194
2008,"privé","Association","CLUB ALPIN FRANCAIS",2246,"oui",195
2008,"privé","Association","CLUB ATELIER RELIURE D'ART",0,"oui",196
2008,"privé","Association","CLUB BISONTIN DE SCRABBLE",1500,"oui",197
2008,"privé","Association","CLUB DE LOISIRS DU CENTRE",0,"oui",198
2008,"privé","Association","CLUB DES AINES DE PALENTE ET INTER GENERATION",0,"oui",199
2008,"privé","Association","CLUB DU 3° AGE DE PLANOISE",0,"oui",200
2008,"privé","Association","CLUB DU 3EME AGE LES FOUGERES",0,"oui",201
2008,"privé","Association","CLUB DU 3EME AGE DE MONTRAPON",0,"oui",202
2008,"privé","Association","CLUB PHOTO DE PLANOISE",500,"non",203
2008,"privé","Association","CLUB PUGILISTIQUE BISONTIN CPB",49990,"oui",204
2008,"privé","Association","CLUB PYRAMIDE BESANCON",0,"oui",205
2008,"privé","Association","CLUB SPELEOLOGIQUE DU DOUBS",0,"oui",206
2008,"privé","Association","CLUB RTMS",500,"non",207
2008,"privé","Association","CLUB UNIHOCKEY BISONTIN",1185,"oui",208
2008,"privé","Association","CNCRSF - CONFED NALE CHAUFFEURS",681,"oui",209
2008,"privé","Association","CNL - CONFEDERATION NATIONALE LOGEMENT",500,"oui",210
2008,"privé","Association","COLLECTIF CULTURE CAFES CONCERTS 4C",4500,"non",211
2008,"privé","Association","COLLECTIF DEF. DROITS LIBERTE ETRANGERS",0,"oui",212
2008,"privé","Association","COLLECTIF OURS",4000,"non",213
2008,"privé","Association","COMITE DE QUARTIER BREGILLE",6000,"oui",214
2008,"privé","Association","COMITE DE QUARTIER DE SAINT CLAUDE",20000,"oui",215
2008,"privé","Association","COMITE DE QUARTIER DES PRES VAUX",1000,"oui",216
2008,"privé","Association","COMITE DE QUARTIER DES TORCOLS/CHAILLUZ",750,"oui",217
2008,"privé","Association","COMITE DE QUARTIER RIVOTTE",0,"oui",218
2008,"privé","Association","COMITE DE QUARTIER ROSEMONT ST FERJEUX",220572.67,"oui",219
2008,"privé","Association","COMITE DEPARTEMENTAL DE LA PREVENTION ROUTIERE",0,"oui",220
2008,"privé","Association","COMITE DEPARTEMENTAL DE BOXE",1700,"non",221
2008,"privé","Association","COMITE DES OEUVRES SOCIALES VILLE DE BESANCON",529681,"oui",222
2008,"privé","Association","COMITE DOUBS TENNIS /TABLE",4040,"oui",223
2008,"privé","Association","COMITÉ DU DOUBS D'ATHLÈTISME",0,"non",224
2008,"privé","Association","COMITE DU DOUBS DE JUDO",1500,"non",225
2008,"privé","Association","COMITÉ DU DOUBS PETANQUE",300,"non",226
2008,"privé","Association","COMITÉ DU DOUBS VOL LIBRE",500,"non",227
2008,"privé","Association","COMITÉ DU DOUBS VOLLEY BALL",4040,"non",228
2008,"privé","Association","COMITE INTERPRO GRUYERE ET COMTE",5000,"non",229
2008,"privé","Association","COMITE REGIONAL CYCLISME",4000,"non",230
2008,"privé","Association","COMITE REGIONAL D'EDUCATION POUR LA SANTE",500,"non",231
2008,"privé","Association","COMITE REGIONAL DU SPORT UNIVERSITAIRE",2000,"non",232
2008,"privé","Association","COMITE REGIONAL DU SPORT ADAPTE",300,"non",233
2008,"privé","Association","COMMERCANTS D'ILE DE FRANCE",2000,"non",234
2008,"privé","Association","COMMERCANTS DU MARCHE BEAUX ARTS",3000,"non",235
2008,"privé","Association","COMMERÇANTS SAINT CLAUDE",4000,"non",236
2008,"privé","Association","COMMERCE ET ARTISANAT AUX CHAPRAIS",10500,"non",237
2008,"privé","Association","COMMISSION PERMANENTE PROTECTION EAUX",0,"oui",238
2008,"privé","Association","COMMUNAUTE AARKLASH (LA)",0,"oui",239
2008,"privé","Association","COMMUNE LIBRE DE SAINT FERJEUX",5000,"oui",240
2008,"privé","Association","COMPAGNIE BACCHUS",2000,"non",241
2008,"privé","Association","COMPAGNIE BOUTIQUE DU CONTE",1000,"oui",242
2008,"privé","Association","COMPAGNIE COLOQUINTE",1000,"non",243
2008,"privé","Association","COMPAGNIE DU BROUILLARD",4000,"non",244
2008,"privé","Association","COMPAGNIE DU COLIBRI",3100,"oui",245
2008,"privé","Association","COMPAGNIE COURANT D'AIR",2000,"oui",246
2008,"privé","Association","COMPAGNIE DU PETIT MAXIMUM",3000,"oui",247
2008,"privé","Association","COMPAGNIE GRAINE DE VIE",1500,"non",248
2008,"privé","Association","COMPAGNIE KEICHAD",2000,"oui",249
2008,"privé","Association","COMPAGNIE LES INTEMPESTIFS",15000,"non",250
2008,"privé","Association","COMPAGNIE LES PHILEBULISTES",4000,"non",251
2008,"privé","Association","COMPAGNIE LES TROIS SOEURS - LTS",1500,"non",252
2008,"privé","Association","COMPAGNIE MALA NOCHE",6500,"non",253
2008,"privé","Association","COMPAGNIE PAVE PAROLES",1000,"non",254
2008,"privé","Association","COMPAGNIE TERALUNA",1500,"non",255
2008,"privé","Association","COMPAGNIE 1 DES SI",1000,"non",256
2008,"privé","Association","COMPAGNONS DU DEVOIR (LES)",0,"oui",257
2008,"privé","Association","COMTOISE D'AQUARIOPHILIE",0,"oui",258
2008,"privé","Association","CONCORDE ST-FERJEUX ORCHESTRE HARMONIE",0,"oui",259
2008,"privé","Association","CONSERVATOIRE BOTANIQUE DE FRANCHE-COMTE",0,"oui",260
2008,"privé","Association","CONTRE Z'UT",2500,"non",261
2008,"privé","Association","CONTREPOINT DE BESANCON (LE)",2500,"non",262
2008,"privé","Association","CONVERGENCES AFRICAINES",6250,"non",263
2008,"privé","Association","COOPILOTE",10000,"non",264
2008,"privé","Association","COORDINATION ASIE",0,"oui",265
2008,"privé","Association","CRAPAHUT CLUB 4X4 COMTOIS",0,"oui",266
2008,"privé","Association","CREATIV'DANSE COMPAGNY",0,"oui",267
2008,"privé","Association","CREDIT SOCIAL DES FONCTIONNAIRES - CSF",0,"oui",268
2008,"privé","Association","CREMATISTE DU DOUBS",0,"oui",269
2008,"privé","Association","CRIF-CENTRE REGIONAL D'INSERTION ET DE FORMATION",3240,"non",270
2008,"privé","Association","CROIX BLEUE DE FRANCE",760,"oui",271
2008,"privé","Association","CROIX ROUGE FRANCAISE BESANCON",0,"oui",272
2008,"privé","Association","CROQU'LIVRE",26000,"oui",273
2008,"privé","Association","DE VOUS A NOUS",14815.97,"non",274
2008,"privé","Association","DECOCHE BISONTINE (LA)",820,"non",275
2008,"privé","Association","DECOUVERT AUTORISE",5000,"non",276
2008,"privé","Association","DEFENSE DE LA LANGUE FRANCAISE",800,"oui",277
2008,"privé","Association","DEN KUNG FU",0,"oui",278
2008,"privé","Association","DEPLIER LA MUSIQUE",0,"oui",279
2008,"privé","Association","DEPORTES INTERNES RESISTANTS",0,"oui",280
2008,"privé","Association","DIVERTIMENTO",1500,"non",281
2008,"privé","Association","DOJO FRANC-COMTOIS",7234,"non",282
2008,"privé","Association","DON QUICHOTTE SPELEO",745,"oui",283
2008,"privé","Association","DONNEURS DE VOIX",700,"non",284
2008,"privé","Association","DOUBS NATURE ENVIRONNEMENT DNE",1260,"non",285
2008,"privé","Association","DOUBS RIVAGES",0,"oui",286
2008,"privé","Association","DROITS RAPATRIES AFRIQUE DU NORD ASSOCIATION 25",550,"oui",287
2008,"privé","Association","DSA BESANCON ATHLETISME",29170,"oui",288
2008,"privé","Association","DYNAMIQUE BISONTINE",1940,"oui",289
2008,"privé","Association","ECLECTIK",1500,"non",290
2008,"privé","Association","ECOLE BOURGOGNE COOP SCOLAIRE",3658.2,"non",291
2008,"privé","Association","ECOLE BROSSOLETTE COOP SCOLAIRE",300,"oui",292
2008,"privé","Association","ECOLE CHAMPAGNE PRIMAIRE COOP SCOLAIRE",2010,"non",293
2008,"privé","Association","ECOLE CULTURELLE DES BEAUX ARTS",0,"oui",294
2008,"privé","Association","ECOLE DE CIRQUE PASSE MURAILLE",13500,"oui",295
2008,"privé","Association","ECOLE DE LA BUTTE COOP SCOL",2618,"non",296
2008,"privé","Association","ECOLE DE PARACHUTISME",5149,"non",297
2008,"privé","Association","ECOLE DE VELOTTE COOP SCOL OCCE",2070,"non",298
2008,"privé","Association","ECOLE BREGILLE MAT COOP SCOL",150,"non",299
2008,"privé","Association","ECOLE BREGILLE VILLAGE COOP SCOLAIRE",936,"non",300
2008,"privé","Association","ECOLE DES CHAPRAIS COOP SCOL",440,"non",301
2008,"privé","Association","ECOLE DU ROSEMONT COOP SCOL",999,"non",302
2008,"privé","Association","ECOLE HERRIOT 2 OCCE COOP SCOLAIRE",432,"non",303
2008,"privé","Association","ECOLE MATERNELLE HELVETIE COOP SCOLAIRE",350,"non",304
2008,"privé","Association","ECOLE FONTAINE ECU COOP SCOL",3445,"non",305
2008,"privé","Association","ECOLE JEAN ZAY COOP SCOLAIRE",282,"non",306
2008,"privé","Association","ECOLE JEAN MACE COOP SCOL",4286,"non",307
2008,"privé","Association","ECOLE P M CURIE COOP SCOL",1134,"non",308
2008,"privé","Association","ECOLE PRES DE VAUX",300,"non",309
2008,"privé","Association","ECOLE RIVOTTE OCCE COOPERATIVE",140,"non",310
2008,"privé","Association","ECOLE SAINT CLAUDE COOP SCOL",837,"non",311
2008,"privé","Association","ECOLE VIEILLES PERRIERES COOP SCOLAIRE",1890,"non",312
2008,"privé","Association","ECOUTE - JALMALV BESANCON",650,"non",313
2008,"privé","Association","ELEKTROPHONIE",5000,"oui",314
2008,"privé","Association","EMBARQUEZ",0,"oui",315
2008,"privé","Association","EMPREINTE BLEUE",5000,"non",316
2008,"privé","Association","ENERGY CITIES",13264,"non",317
2008,"privé","Association","ENFANTS DE L'ESPOIR (LES)",3720,"non",318
2008,"privé","Association","ENSEMBLE DA CAMERA",1000,"non",319
2008,"privé","Association","ENSEMBLE DE MUSIQUE DE CHAMBRE TETRAKTYS",4000,"non",320
2008,"privé","Association","ENTRE TEMPS ESCALADE",9210,"non",321
2008,"privé","Association","ESB FEMININ HANDBALL",325000,"oui",322
2008,"privé","Association","ESB MASCULIN HANDBALL",201500,"oui",323
2008,"privé","Association","ESPACE 3A",0,"oui",324
2008,"privé","Association","ETOILE SPORTIVE ST-FERJEUX",4231.2,"non",325
2008,"privé","Association","ETRIER BISONTIN",256,"oui",326
2008,"privé","Association","ETUDIANTS INTERNATIONAUX DE BESANCON",17000,"non",327
2008,"privé","Association","ETUDIANTS PHARMA",250,"non",328
2008,"privé","Association","EUROPE EN FRANCHE-COMTE",54000,"oui",329
2008,"privé","Association","F.S.E. DU COLLEGE CAMUS",0,"oui",330
2008,"privé","Association","FANFARE SAPEURS POMPIERS",12000,"oui",331
2008,"privé","Association","FCNE - FRANCHE-COMTE NATURE ET ENVIRONNEMENT",1260,"non",332
2008,"privé","Association","FCPE 25",1978,"oui",333
2008,"privé","Association","FED. SYND. UNITAIRE ENSEIGNEMENT DU DOUBS - FSU",3984.71,"oui",334
2008,"privé","Association","FED ATELIERS MUSICAUX DE FC",0,"oui",335
2008,"privé","Association","FED. DES OEUVRES LAIQUES DU DOUBS - FOL",2000,"oui",336
2008,"privé","Association","FED. DES PARTICULIERS EMPLOYEURS",0,"oui",337
2008,"privé","Association","FED. GALE RETRAITES FONCTION PUBLIQUE DOUBS",0,"oui",338
2008,"privé","Association","FED MUSICALE DE FRANCHE-COMTE",386,"non",339
2008,"privé","Association","FED. NATIONALE CHAUFFEURS ROUTIERS",0,"oui",340
2008,"privé","Association","FED DES COMBATTANTS DE - DE 20 ANS",150,"non",341
2008,"privé","Association","FESTIVAL DE MUSIQUE",221760,"non",342
2008,"privé","Association","FIED",1350,"non",343
2008,"privé","Association","FINANCEMENT SOLIDAIRE FRANCHE-COMTE",10150,"oui",344
2008,"privé","Association","FNACA",0,"oui",345
2008,"privé","Association","FNATH ASSOCIATION ACCIDENTES DE LA VIE",0,"oui",346
2008,"privé","Association","FO (SNUDI)",-400,"non",347
2008,"privé","Association","FOOT / LOISIRS CLAIRS SOLEILS",6646,"oui",348
2008,"privé","Association","FOYER MIXTE JEUNES TRAVAILLEURS",39200,"oui",349
2008,"privé","Association","FOYER CHARITE ROCHE D'OR",0,"oui",350
2008,"privé","Association","FRANC COMTOISE DES ANCIENS COMBATTANTS",0,"oui",351
2008,"privé","Association","FRANCE BENEVOLAT BESANCON DOUBS",6000,"non",352
2008,"privé","Association","FRANCE LIBERTES",2500,"non",353
2008,"privé","Association","FRANCE PALESTINE SOLIDARITE AMITIE",2100,"oui",354
2008,"privé","Association","FRANCHE COMTE CONSOMMATEURS",2000,"non",355
2008,"privé","Association","FRANCHE COMTE JUDO BESANÇON",29372,"non",356
2008,"privé","Association","FRANCHE COMTE QUEBEC",343,"oui",357
2008,"privé","Association","FRANCHE SYLVANIE",2600,"non",358
2008,"privé","Association","FRANCHE-COMTE DANSE SPORTIVE",1000,"non",359
2008,"privé","Association","FRANCHE-COMTE NATURE ENVIRONNEMENT",300,"non",360
2008,"privé","Association","FRATE",0,"oui",361
2008,"privé","Association","GARE - BTT",50000,"oui",362
2008,"privé","Association","GBEC LA GRAVE ET BURLESQUE EQUIPEE DU CYCLISTE",17500,"oui",363
2008,"privé","Association","GEIQ INDUSTRIES",2000,"non",364
2008,"privé","Association","GOLF CLUB DE BESANCON",1000,"non",365
2008,"privé","Association","GRAVITATION",3700,"non",366
2008,"privé","Association","GRETA BESANCON",0,"oui",367
2008,"privé","Association","GRIGRI L'ANTIGRIS",0,"oui",368
2008,"privé","Association","GROUPE SCOLAIRE CHAMPAGNE MATERNELLE",120,"non",369
2008,"privé","Association","GROUPE SCOLAIRE HELVETIE 1 COOP SCOL",1854,"non",370
