"annee","droit","type","beneficiaire","montant","nature","id"
2009,"privé","Association","COMITE DE QUARTIER DE RIVOTTE",0,"oui",975
2009,"privé","Association","COMITE DE QUARTIER DE SAINT CLAUDE",20000,"oui",976
2009,"privé","Association","COMITE DE QUARTIER DE VELOTTE",0,"oui",977
2009,"privé","Association","COMITE DE QUARTIER DES MONTBOUCONS",1600,"oui",978
2009,"privé","Association","COMITE DE QUARTIER DES PRES VAUX",1000,"oui",979
2009,"privé","Association","COMITE DE QUARTIER DES TORCOLS/CHAILLUZ",2500,"oui",980
2009,"privé","Association","COMITE DEPART DEFENSE CONTRE ALCOLISME",7400,"non",981
2009,"privé","Association","COMITE DEPARTEMENTAL DE LA PREVENTION ROUTIERE",0,"oui",982
2009,"privé","Association","COMITE DES OEUVRES SOCIALES VILLE DE BESANCON",532650,"oui",983
2009,"privé","Association","COMITE DOUBS TENNIS /TABLE",4040,"oui",984
2009,"privé","Association","COMITÉ DU DOUBS VOLLEY BALL(SUBV)",4040,"non",985
2009,"privé","Association","COMITE GESTION ANCIENS RPT - RPF",500,"non",986
2009,"privé","Association","COMITE POUR L'EPEE DE JEAN LUC MARION",500,"non",987
2009,"privé","Association","COMITE QUARTIER ROSEMONT ST FERJEUX",217246,"oui",988
2009,"privé","Association","COMITE REGIONAL D'ESCALADE",0,"oui",989
2009,"privé","Association","COMITE REGIONAL DU SPORT UNIVERSITAIRE",5000,"oui",990
2009,"privé","Association","COMITE REGIONAL HANDISPORT DE FRANCHE-COMTE",5500,"non",991
2009,"privé","Association","COMIX TRIP",1500,"non",992
2009,"privé","Association","COMMERCANTS CENTRE CHATEAUFARINE",12000,"non",993
2009,"privé","Association","COMMERCANTS DU MARCHE BEAUX ARTS",9500,"non",994
2009,"privé","Association","COMMERÇANTS SAINT CLAUDE",4000,"non",995
2009,"privé","Association","COMMERCE ET ARTISANAT AUX CHAPRAIS",9000,"non",996
2009,"privé","Association","COMMUNE LIBRE DE SAINT FERJEUX",4000,"oui",997
2009,"privé","Association","COMPAGNIE BACCHUS",4000,"oui",998
2009,"privé","Association","COMPAGNIE BOUTIQUE DU CONTE",5000,"oui",999
2009,"privé","Association","COMPAGNIE COLOQUINTE",1000,"non",1000
2009,"privé","Association","COMPAGNIE DU COLIBRI",2000,"oui",1001
2009,"privé","Association","COMPAGNIE GRAINE DE VIE",2000,"non",1002
2009,"privé","Association","COMPAGNIE INHERENCE ASSOCIATION",4000,"non",1003
2009,"privé","Association","COMPAGNIE KA",0,"oui",1004
2009,"privé","Association","COMPAGNIE LA CAROTTE",4000,"non",1005
2009,"privé","Association","COMPAGNIE LES INTEMPESTIFS",17000,"non",1006
2009,"privé","Association","COMPAGNIE LES PHILEBULISTES",500,"non",1007
2009,"privé","Association","COMPAGNIE LES TROIS SOEURS - LTS",1500,"non",1008
2009,"privé","Association","COMPAGNIE MALA NOCHE",6500,"non",1009
2009,"privé","Association","COMPAGNIE SI T'ES PRESSE",500,"non",1010
2009,"privé","Association","COMPAGNIE TERALUNA",10000,"non",1011
2009,"privé","Association","COMPAGNONS DU DEVOIR (LES)",0,"oui",1012
2009,"privé","Association","COMTOISE D'AQUARIOPHILIE",0,"oui",1013
2009,"privé","Association","CONCORDE ST-FERJEUX ORCHESTRE HARMONIE",6558,"oui",1014
2009,"privé","Association","CONFEDERATION SYNDICALE DES FAMILLES",1500,"oui",1015
2009,"privé","Association","CONTRE Z'UT",2500,"oui",1016
2009,"privé","Association","CONTREPOINT DE BESANCON (LE)",2500,"non",1017
2009,"privé","Association","COOPILOTE",10000,"non",1018
2009,"privé","Association","COORDINATION ASIE",0,"oui",1019
2009,"privé","Association","CORPOS HANDBALL",0,"oui",1020
2009,"privé","Association","COURANT D'AIR COMPAGNIE",2000,"oui",1021
2009,"privé","Association","CREATIV'DANSE COMPAGNY",0,"oui",1022
2009,"privé","Association","CREDIT SOCIAL DES FONCTIONNAIRES - CSF",0,"oui",1023
2009,"privé","Association","CREMATISTE DE BESANCON",290,"oui",1024
2009,"privé","Association","CRIF FORMATION (MME CECILE BOUTRY)",3500,"non",1025
2009,"privé","Association","CROIX BLEUE DE FRANCE",760,"oui",1026
2009,"privé","Association","CROIX ROUGE FRANCAISE BESANCON",500,"oui",1027
2009,"privé","Association","CROQU'LIVRE",29180,"oui",1028
2009,"privé","Association","DACEL",300,"non",1029
2009,"privé","Association","DE VOUS A NOUS",12799,"non",1030
2009,"privé","Association","DECOCHE BISONTINE (LA)",115,"non",1031
2009,"privé","Association","DECOUV'AIR",1500,"non",1032
2009,"privé","Association","DECOUVERT AUTORISE",5000,"non",1033
2009,"privé","Association","DEFENSE DE LA LANGUE FRANCAISE",800,"oui",1034
2009,"privé","Association","DEPLIER LA MUSIQUE",0,"oui",1035
2009,"privé","Association","DEV'ART",2500,"non",1036
2009,"privé","Association","DIVERTIMENTO",742,"non",1037
2009,"privé","Association","DLB (DISPOSITIF LOGEMENT BISONTIN)",860,"non",1038
2009,"privé","Association","DOJO FRANC-COMTOIS",10406,"non",1039
2009,"privé","Association","DON QUICHOTTE",0,"oui",1040
2009,"privé","Association","DONNEURS DE SANG BENEVOLES",750,"oui",1041
2009,"privé","Association","DONNEURS DE VOIX",1750,"non",1042
2009,"privé","Association","DOUBS NATURE ENVIRONNEMENT DNE",1260,"non",1043
2009,"privé","Association","DOUBS RIVAGES",0,"oui",1044
2009,"privé","Association","DROITS RAPATRIES AFRIQUE DU NORD ASSOCIATION 25",0,"oui",1045
2009,"privé","Association","DSA BESANCON ATHLETISME",34774,"oui",1046
2009,"privé","Association","DYNAMIQUE BISONTINE",2564,"oui",1047
2009,"privé","Association","ECOLE BREGILLE VILLAGE COOP SCOLAIRE",448,"non",1048
2009,"privé","Association","ECOLE BROSSOLETTE COOP SCOLAIRE",1506,"oui",1049
2009,"privé","Association","ECOLE CHAMPAGNE PRIMAIRE COOP SCOLAIRE",3760,"non",1050
2009,"privé","Association","ECOLE DE CIRQUE PASSE MURAILLE",11000,"oui",1051
2009,"privé","Association","ECOLE DE PARACHUTISME",6780,"non",1052
2009,"privé","Association","ECOLE DES BEAUX ARTS",0,"oui",1053
2009,"privé","Association","ECOLE DURER COOP SCOLAIRE DE L'OCCE",170,"non",1054
2009,"privé","Association","ECOLE E HERRIOT 2 OCCE COOP SCOLAIRE",432,"non",1055
2009,"privé","Association","ECOLE FONTAINE ECU COOP SCOL",4810,"non",1056
2009,"privé","Association","ECOLE JEAN MACE COOP SCOL",6384,"non",1057
2009,"privé","Association","ECOLE JEAN ZAY COOP SCOLAIRE",1455.5,"non",1058
2009,"privé","Association","ECOLE MATERNELLE BOULLOCHE",600,"non",1059
2009,"privé","Association","ECOLE PRIMAIRE BOURGOGNE COOP SCOL",6567,"non",1060
2009,"privé","Association","ECOLE PRIMAIRE DURER COOPERATIVE SCOLAIRE",1200,"non",1061
2009,"privé","Association","ECOLE PRIMAIRE FANART",6237,"non",1062
2009,"privé","Association","ECOLE PRIMAIRE FOURIER 2 COOP SCOLAIRE",3500,"non",1063
2009,"privé","Association","ECOLE PRIMAIRE P BERT LANCHY COOP SCOL",2160,"non",1064
2009,"privé","Association","ECOLE VIEILLES PERRIERES COOP SCOLAIRE",1200,"non",1065
2009,"privé","Association","ECOUTE - JALMALV BESANCON",700,"non",1066
2009,"privé","Association","ELEKTROPHONIE",4000,"non",1067
2009,"privé","Association","EMBARQUEZ",2000,"oui",1068
2009,"privé","Association","ENCASOU",1000,"non",1069
2009,"privé","Association","ENERGY CITIES",13264,"non",1070
2009,"privé","Association","ENFANTS DE L'ESPOIR (LES)",3300,"oui",1071
2009,"privé","Association","ENSEMBLE DA CAMERA",1000,"non",1072
2009,"privé","Association","ENSEMBLE DE MUSIQUE DE CHAMBRE TETRAKTYS",6000,"non",1073
2009,"privé","Association","ENSEMBLE VOCAL CHOEUR EN TIMBRE",360,"non",1074
2009,"privé","Association","ENTRE TEMPS ESCALADE",6368,"non",1075
2009,"privé","Association","ESB MASCULIN HANDBALL",220000,"oui",1076
2009,"privé","Association","ESB FEMININ HANDBALL",344998,"oui",1077
2009,"privé","Association","ESPACE 3A",0,"oui",1078
2009,"privé","Association","ETOILE SPORTIVE ST-FERJEUX",4453,"oui",1079
2009,"privé","Association","ETRIER BISONTIN",958,"oui",1080
2009,"privé","Association","EUROPE EN FRANCHE-COMTE",54000,"non",1081
2009,"privé","Association","FANFARE SAPEURS POMPIERS",12000,"oui",1082
2009,"privé","Association","FASHION GIRLS",0,"oui",1083
2009,"privé","Association","FCPE 25",1978,"oui",1084
2009,"privé","Association","FED ATELIERS MUSICAUX DE FC",0,"oui",1085
2009,"privé","Association","FED COORACE",1350,"non",1086
2009,"privé","Association","FED DE LA LIBRE PENSEE DU DOUBS",0,"oui",1087
2009,"privé","Association","FED DEP ANCIENS COMBATTANTS VICTIMES DE GUERRE",0,"oui",1088
2009,"privé","Association","FED DES ECOMUSEES ET DES MUSEES DE SOCIETE",1000,"non",1089
2009,"privé","Association","FED DES OEUVRES LAIQUES",0,"oui",1090
2009,"privé","Association","FED GALE RETRAITES FONCTION PUBLIQUE DOUBS",0,"oui",1091
2009,"privé","Association","FED MUSICALE DE FRANCHE-COMTE",386,"oui",1092
2009,"privé","Association","FED NATIONALE DES COMBATTANTS DE - 20 ANS",150,"non",1093
2009,"privé","Association","FED. NAT. COMBATTANTS VOLONTAIRES - SECTION DOUBS",200,"non",1094
2009,"privé","Association","FED. SYND. UNITAIRE ENSEIGNEMENT DU DOUBS - FSU",5428.93,"non",1095
2009,"privé","Association","FESTIVAL DE MUSIQUE",221760,"oui",1096
2009,"privé","Association","FNACA - COMITE LOCAL",0,"oui",1097
2009,"privé","Association","FNATH ASSOCIATION ACCIDENTES DE LA VIE",0,"oui",1098
2009,"privé","Association","FOL 25 LIGUE DE L'ENSEIGNEMENT",4000,"oui",1099
2009,"privé","Association","FOOT / LOISIRS CLAIRS SOLEILS",2012,"non",1100
2009,"privé","Association","FORTIS",16000,"non",1101
2009,"privé","Association","FOYER JULIENNE JAVEL",3000,"non",1102
2009,"privé","Association","FOYER MIXTE JEUNES TRAVAILLEURS",39200,"oui",1103
2009,"privé","Association","FRANC COMTOISE DES ANCIENS COMBATTANTS",0,"oui",1104
2009,"privé","Association","FRANCE BENEVOLAT BESANCON DOUBS",5000,"non",1105
2009,"privé","Association","FRANCE PALESTINE SOLIDARITE AMITIE",0,"oui",1106
2009,"privé","Association","FRANCHE COMTE CONSOMMATEURS",2000,"non",1107
2009,"privé","Association","FRANCHE COMTE JUDO BESANÇON",34747,"non",1108
2009,"privé","Association","FRANCHE-COMTE DANSE SPORTIVE",25,"non",1109
2009,"privé","Association","FRANCHE COMTE INTERACTIVE",5000,"non",1110
2009,"privé","Association","FRANCHE-COMTE NATURE ENVIRONNEMENT",2960,"non",1111
2009,"privé","Association","FRANCHE COMTE QUEBEC",0,"oui",1112
2009,"privé","Association","FRATE FORMATION",0,"oui",1113
2009,"privé","Association","FSU FEDERATION SYNDICALE UNIVERSITAIRE",0,"oui",1114
2009,"privé","Association","GARE - BTT",44666,"oui",1115
2009,"privé","Association","GBEC LA GRAVE ET BURLESQUE EQUIPEE DU CYCLISTE",13000,"non",1116
2009,"privé","Association","GEIQ INDUSTRIES",3150,"non",1117
2009,"privé","Association","GOLF CLUB DE BESANCON",1000,"non",1118
2009,"privé","Association","GRAVITATION",2000,"non",1119
2009,"privé","Association","GRIGRI L'ANTIGRIS",0,"oui",1120
2009,"privé","Association","GROUPE D'HISTOIRE DES FORETS FRANCAISES",1000,"non",1121
2009,"privé","Association","GROUPE INDIBAT",3000,"non",1122
2009,"privé","Association","GROUPE SCOLAIRE HELVETIE 1 COOP SCOL",2096,"non",1123
2009,"privé","Association","GROUPE SPELEO LES NYCTALOPITHEQUES",150,"non",1124
2009,"privé","Association","GROUPE SPELEOLOGIQUE DU DOUBS",500,"oui",1125
2009,"privé","Association","GROUPEMENT D'EMPLOYEURS PROF SPORT 25",6750,"non",1126
2009,"privé","Association","GYMNASTIQUE VOLONTAIRE AUTREMENT SPORT",0,"oui",1127
2009,"privé","Association","HABITAT DEVELOPPEMENT LOCAL DU DOUBS HDL",20000,"non",1128
2009,"privé","Association","HAND IN HAND FRANCE",8000,"non",1129
2009,"privé","Association","HARMONICA COMTE",0,"oui",1130
2009,"privé","Association","HATHA SERENITE",0,"oui",1131
2009,"privé","Association","HERBE EN ZIC",0,"oui",1132
2009,"privé","Association","HIBISCUS",0,"oui",1133
2009,"privé","Association","HMONG SENSU",200,"non",1134
2009,"privé","Association","HUMANIS",6500,"non",1135
2009,"privé","Association","ICI ET D'AILLEURS (D')",2500,"oui",1136
2009,"privé","Association","INDEPENDANTE COMTOISE",4780,"oui",1137
2009,"privé","Association","INSUFFISANTS RENAUX COMTOIS",863,"non",1138
2009,"privé","Association","INTER UNEC - ISBS",2500,"non",1139
2009,"privé","Association","INTERBIO FRANCHE-COMTE",2500,"non",1140
2009,"privé","Association","INTERFERENCES",29000,"oui",1141
2009,"privé","Association","INTERMED'BESANCON",43139,"non",1142
2009,"privé","Association","IPPON KARATE SHOTOKAN - IKS",2469,"non",1143
2009,"privé","Association","JARDIN BOTANIQUE UNIVERSITE - VILLE",2000,"non",1144
2009,"privé","Association","JARDINS DE COCAGNE (LES) - JULIENNE JAVEL",18790,"non",1145
2009,"privé","Association","JARDINS ET VERGERS FAMILIAUX BESANCON",22700,"oui",1146
2009,"privé","Association","JEAN EUDES BLANCHISSERIE DU REFUGE",12060,"non",1147
2009,"privé","Association","JEANNE SIMONE",3000,"non",1148
2009,"privé","Association","JEUNES MUSICIENS ET DANSEURS DU CONSERVATOIRE",0,"oui",1149
2009,"privé","Association","JEUNES SAPEURS-POMPIERS BESANCON",1000,"non",1150
2009,"privé","Association","JEUNESSE DE PALENTE OMNISPORTS",1564,"oui",1151
2009,"privé","Association","JEUNES TURCS DE BESANCON",818,"non",1152
2009,"privé","Association","JMF - JEUNESSES MUSICALES DE FRANCE",2000,"oui",1153
2009,"privé","Association","JUDO CLUB DE BESANCON",2060,"non",1154
2009,"privé","Association","JUMELAGES POSTE ET FRANCE TELECOM",500,"non",1155
2009,"privé","Association","KARATE SPORT 25",715,"oui",1156
2009,"privé","Association","KHAMSA PERCUSSIONS",0,"oui",1157
2009,"privé","Association","KIT CLUB",0,"oui",1158
2009,"privé","Association","KOOKABURRA BOOMERANG",382,"non",1159
2009,"privé","Association","LA DISTRACTION DES MALADES",600,"non",1160
2009,"privé","Association","LA FRANCAISE DE BESANCON",21044,"oui",1161
2009,"privé","Association","LA GROSSE ENTREPRISE 120 PETITS",2000,"oui",1162
2009,"privé","Association","LA MAISON CHAUFFANTE",4500,"non",1163
2009,"privé","Association","LA MARELLE",0,"oui",1164
2009,"privé","Association","LA MARMITE MUSICALE",0,"oui",1165
2009,"privé","Association","LA PORTE OUVERTE",0,"oui",1166
2009,"privé","Association","LA ROSEMONDE",7000,"non",1167
2009,"privé","Association","LA ROSEMONDE COOP SCOL ECOLE ROSEMONT",1161,"non",1168
2009,"privé","Association","LA SAINT CLAUDE GYMNASTIQUE",229787,"non",1169
2009,"privé","Association","L'AMICALE DES TILLEROYES",800,"non",1170
2009,"privé","Association","LARYNGECTOMISES ET MUTILES DE LA VOIX DE FC",600,"oui",1171
2009,"privé","Association","LATINO AMERICALLI",500,"non",1172
2009,"privé","Association","LE CERCLE DE GAYA",0,"oui",1173
2009,"privé","Association","LE CITRON VERT",3500,"non",1174
2009,"privé","Association","LE TANGO DU KIOSQUE",0,"oui",1175
2009,"privé","Association","L'ENTREPOT",1000,"non",1176
2009,"privé","Association","LÉO LAGRANGE GRAND EST",22900,"non",1177
2009,"privé","Association","LES AMIS DE L'ORGUE",1400,"non",1178
2009,"privé","Association","LES AMITIES DES AINES DE MONTRAPON",0,"oui",1179
2009,"privé","Association","LES FRANCAS DU DOUBS",679652.07,"oui",1180
2009,"privé","Association","LES JEUNES DES 408",1500,"oui",1181
2009,"privé","Association","LES LUCIOLES",0,"oui",1182
2009,"privé","Association","LES MOTS TABOUS",0,"oui",1183
2009,"privé","Association","LES RESTOS DU COEUR",0,"oui",1184
2009,"privé","Association","LIBRAIRES EN BOUCLE",1000,"non",1185
2009,"privé","Association","LICRA LIGUE INTERNATIONAL CONTRE LE RACISME",1500,"non",1186
2009,"privé","Association","LIGUE CONTRE LE CANCER",0,"oui",1187
2009,"privé","Association","LIGUE DE FC DE TENNIS",2000,"oui",1188
2009,"privé","Association","LIGUE DE FC DES SPORTS DE CONTACT",360,"non",1189
2009,"privé","Association","LIGUE DE FRANCHE-COMTE DE HANDBALL",3500,"oui",1190
2009,"privé","Association","LIGUE DE FRANCHE-COMTE DE JUDO",1000,"non",1191
2009,"privé","Association","LIGUE DE FRANCHE-COMTE ROLLER-SKATING",500,"non",1192
2009,"privé","Association","LIGUE DE L'ENSEIGNEMENT FRANCHE COMTE",2000,"non",1193
2009,"privé","Association","LIGUE DROITS DE L'HOMME ET CITOYEN",100,"oui",1194
2009,"privé","Association","LIGUE FRANCHE COMTE DE BASKET BALL",2000,"non",1195
2009,"privé","Association","LIONS CLUB BESANCON",0,"oui",1196
2009,"privé","Association","LIVRE ET DES AUTEURS COMTOIS",1000,"oui",1197
2009,"privé","Association","LOGE (LA)",1000,"non",1198
2009,"privé","Association","LPO FRANCHE COMTE",500,"oui",1199
2009,"privé","Association","LYCEE VICTOR HUGO",1800,"non",1200
2009,"privé","Association","MACE SPORTIVE ET CULTURELLE PRIMAIRE",4250,"non",1201
2009,"privé","Association","MAISON COMTOISE DE L'EUROPE",0,"oui",1202
2009,"privé","Association","MAISON DES CHOMEURS DU DOUBS",0,"oui",1203
2009,"privé","Association","MAISON VERTE",74356,"non",1204
2009,"privé","Association","MANCHES A BALAIS KORPORATION",1500,"oui",1205
2009,"privé","Association","MARTIAL ARTS CENTER",0,"oui",1206
2009,"privé","Association","MATERNELLE COLOGNE",600,"non",1207
2009,"privé","Association","MEDECINS DU MONDE",800,"non",1208
2009,"privé","Association","MEDECINS SANS FRONTIERES",3000,"non",1209
2009,"privé","Association","MEDEF DOUBS - MOUVEMENT Entreprise DE FRANCE",6150,"non",1210
2009,"privé","Association","MEDIATION FAMILIALE",0,"oui",1211
2009,"privé","Association","MEDUSE (LA)",245,"non",1212
2009,"privé","Association","MELODIES EN SOUS SOL",4000,"non",1213
2009,"privé","Association","METIERS D'ART EN FRANCHE-COMTE",4000,"non",1214
2009,"privé","Association","MIEL ACACIAS ASSOCIATION",5000,"oui",1215
2009,"privé","Association","MIGHTY WORM",1500,"non",1216
2009,"privé","Association","MIGNOT GRAPHIE SÉRIGRAPHE0.00MIRA France",0,"oui",1217
2009,"privé","Association","MISSION LOCALE POUR L'EMPLOI DES JEUNES",14250,"oui",1218
2009,"privé","Association","MIX'CITE",0,"oui",1219
2009,"privé","Association","MJC CLAIRS SOLEILS BESANCON",404553.44,"oui",1220
2009,"privé","Association","MJC PALENTE ORCHAMPS",290112,"oui",1221
2009,"privé","Association","MONTBOUCONS COOPÉRATIVE D'ÉCOLE",3186,"non",1222
2009,"privé","Association","MOUVEMENT EUROPEEN FRANCE FRANCHE COMTE",0,"oui",1223
2009,"privé","Association","MRAP-MOUVEMENT CONTRE RACISME POUR AMITIE PEUPLES",1550,"oui",1224
2009,"privé","Association","MUISQUES IMPROVISEES",0,"oui",1225
2009,"privé","Association","MUSE ET DANSE",2000,"non",1226
2009,"privé","Association","MUSIQUE POUR TOUS",3000,"non",1227
2009,"privé","Association","MUSIQUES EN PERSPECTIVES Schoonderwoerd",10000,"non",1228
2009,"privé","Association","MUTUALITE FRANCAISE DOUBS",52696,"oui",1229
2009,"privé","Association","NA COMPAGNIE PERNETTE",30000,"oui",1230
2009,"privé","Association","OCCE 25 - OFFICE CENTRAL COOPERATION",0,"oui",1231
2009,"privé","Association","OCCE COOP SCOLAIRE ELEM LA BUTTE",2205,"non",1232
2009,"privé","Association","OFFICE DE COMMERCE",165308,"non",1233
2009,"privé","Association","OFFICE DES RETRAITES & PERSONNES AGEES BESANCON",0,"oui",1234
2009,"privé","Association","OFFICE MUNICIPAL DU SPORT - OMS",1500,"oui",1235
2009,"privé","Association","OFFICE TOURISME ET DES CONGRES",535755,"oui",1236
2009,"privé","Association","OIKOCREDIT",300,"non",1237
2009,"privé","Association","OLYMPIQUE DE BESANCON RUGBY",45065,"oui",1238
2009,"privé","Association","ORCHAMPS PALENTE AS FOOT",3146,"non",1239
2009,"privé","Association","ORCHESTRE D'HARMONIE DES CHAPRAIS",9505,"oui",1240
2009,"privé","Association","ORCHESTRE D'HARMONIE MUNICIPAL DE BESANCON",39332,"oui",1241
2009,"privé","Association","ORCHESTRE PHILHARMONIQUE",2500,"oui",1242
2009,"privé","Association","ORGUE EN VILLE",7000,"non",1243
2009,"privé","Association","ORGUE ET CULTURE",1400,"non",1244
2009,"privé","Association","ORIENTATION TEAM BESANCON",12158,"non",1245
2009,"privé","Association","OS PR2 Département Orthopédie/ Trauma",1500,"non",1246
2009,"privé","Association","PALENTE ORCHAMPS HANDBALL ASPOHB",50232,"oui",1247
2009,"privé","Association","PALENTE VILLAGE",0,"oui",1248
2009,"privé","Association","PALME OLOF",500,"oui",1249
2009,"privé","Association","PARALYSES DE FRANCE - APF",0,"oui",1250
2009,"privé","Association","PARENTS D'ENFANTS DEFICIENTS AUDITIFS",900,"non",1251
2009,"privé","Association","PARI - ACCOMPAGNEMENT SCOLAIRE",14400,"oui",1252
2009,"privé","Association","PAS SERIAL S'ABSTENIR",2100,"oui",1253
2009,"privé","Association","PASSERELLE DE PLANOISE",3000,"non",1254
2009,"privé","Association","PEEP UNION LOCALE",659,"oui",1255
2009,"privé","Association","PEP - PUPILLES ENSEIGNEMENT PUBLIC DU DOUBS",32509.7,"oui",1256
2009,"privé","Association","PETANQUE DE BATTANT",138,"oui",1257
2009,"privé","Association","PETANQUE DE SAINT-FERJEUX PLANOISE",96,"non",1258
2009,"privé","Association","PETANQUE FRANC COMTOISE",563,"oui",1259
2009,"privé","Association","PETIT LUTIN (LE)",500,"oui",1260
2009,"privé","Association","PETIT VELO, ETOILE SPORT ST FERJEUX",1000,"non",1261
2009,"privé","Association","PETITS DEBROUILLARDS DE FRANCHE COMTE",3000,"non",1262
2009,"privé","Association","PLANOISE AVENIR",1000,"oui",1263
2009,"privé","Association","PKA PLANOISE KARATE ACADÉMIE",718,"oui",1264
2009,"privé","Association","PLIE PLAN LOCAL INSERTION ET EMPLOI",2000,"oui",1265
2009,"privé","Association","PRES DE VAUX FOOTBALL (US)",4906,"oui",1266
2009,"privé","Association","PROFESSION SPORT 25",17525,"non",1267
2009,"privé","Association","PSB JUDO",3956,"non",1268
2009,"privé","Association","PSB OMNISPORTS",16187,"oui",1269
2009,"privé","Association","PSB FOOTBALL",2500,"non",1270
2009,"privé","Association","QUARTIER PASTEUR",1000,"non",1271
2009,"privé","Association","RACINES ET DES FEUILLES",0,"oui",1272
2009,"privé","Association","RADIO BIP",4200,"oui",1273
2009,"privé","Association","RADIO CAMPUS BESANCON",6200,"non",1274
2009,"privé","Association","RADIO SHALOM",4200,"non",1275
2009,"privé","Association","RADIO SUD BESANCON",4200,"oui",1276
2009,"privé","Association","RAIL MINIATURE 25",0,"oui",1277
2009,"privé","Association","RB RUE BRULARD",3000,"non",1278
2009,"privé","Association","RCDP SOLIDARITÉ PALESTINE",7000,"non",1279
2009,"privé","Association","RADIO CHRETIENNE DE FRANCE RCF",4200,"oui",1280
2009,"privé","Association","REAL ET CHEF OP",1000,"non",1281
2009,"privé","Association","RECIDEV",21600,"oui",1282
2009,"privé","Association","REGIE DES QUARTIERS DE BESANCON",67345,"oui",1283
2009,"privé","Association","RENAISSANCE DU VIEUX BESANCON",800,"oui",1284
2009,"privé","Association","RESEAU 25",15500,"non",1285
2009,"privé","Association","RESEAU D'ECHANGES RECIPROQUES SAVOIRS",1200,"oui",1286
2009,"privé","Association","RES-KP - SERGIO VALENZUELA",5000,"non",1287
2009,"privé","Association","RESTOS DU COEUR",0,"oui",1288
2009,"privé","Association","RETRAITE SPORTIVE DU GRAND BESANCON",543,"non",1289
2009,"privé","Association","RING OLYMPIQUE BISONTIN BOXE",12396,"oui",1290
2009,"privé","Association","RITMO DA CAPOEIRA",0,"oui",1291
2009,"privé","Association","RIVE BOUTIQUE DE GESTION",0,"oui",1292
2009,"privé","Association","ROLLER HOCKEY BESANCON",9240,"oui",1293
2009,"privé","Association","ROMANO PRALIPE FRATERNITE ROM",0,"oui",1294
2009,"privé","Association","ROUE DE SECOURS",10000,"non",1295
2009,"privé","Association","SALAMANDRE (LA)",2000,"non",1296
2009,"privé","Association","SAPAD",1525,"non",1297
2009,"privé","Association","SATELLITE OMNISPORTS",3972,"non",1298
2009,"privé","Association","SAUF'ART PAVE DANS LA MARE",28500,"oui",1299
2009,"privé","Association","SAUVEGARDE KARATE CLUB",2181,"oui",1300
2009,"privé","Association","SCOLAIRE MATERNELLE MONTRAPON",350,"non",1301
2009,"privé","Association","SECOURS POPULAIRE FRANCAIS",3000,"oui",1302
2009,"privé","Association","SENTIMENTAL NOISE",3000,"non",1303
2009,"privé","Association","SERIAL THEATRE",2000,"non",1304
2009,"privé","Association","SFMC",3500,"non",1305
2009,"privé","Association","SHAG - SOCIETE HETEROMORPHE DES AMATEURS DE GOUFFRES",0,"oui",1306
2009,"privé","Association","SHAOLIN HUNG GAR",0,"oui",1307
2009,"privé","Association","SHOTOKAN KARATE",1769,"non",1308
2009,"privé","Association","SIEL BLEU",0,"oui",1309
2009,"privé","Association","SIGN'EVASION",479,"oui",1310
2009,"privé","Association","SNB AVIRON",1700,"non",1311
2009,"privé","Association","SNB CANOE KAYAK",9100,"oui",1312
2009,"privé","Association","SNB OMNISPORTS",30560,"oui",1313
2009,"privé","Association","SNDR FASHIONING",0,"oui",1314
2009,"privé","Association","SNOOKER CLUB",392,"non",1315
2009,"privé","Association","SOCIETE CANINE DE BESANCON",0,"oui",1316
2009,"privé","Association","SOCIETE DE TIR DE BESANCON (STB)",1424,"oui",1317
2009,"privé","Association","SOCIETE D'EMULATION DU DOUBS",800,"non",1318
2009,"privé","Association","SOCIETE DES CONCERTS DE BESANCON",1000,"oui",1319
2009,"privé","Association","SOCIETE D'HORTICULTURE DE BESANCON",0,"oui",1320
2009,"privé","Association","SOCIETE NUMISMATIQUE DU DOUBS",800,"oui",1321
2009,"privé","Association","SOLIDARITE PEROU",0,"oui",1322
2009,"privé","Association","SOROPAR - RADIO STAR",0,"oui",1323
2009,"privé","Association","SOS AMITIE",0,"oui",1324
2009,"privé","Association","SOS MEDECINS",800,"non",1325
2009,"privé","Association","SOURD COMTOIS",0,"oui",1326
2009,"privé","Association","SPA DE BESANCON ET DE FRANCHE-COMTE",3000,"oui",1327
2009,"privé","Association","SPB - SOCITE PHILATELIQUE DE BESANCON",0,"oui",1328
2009,"privé","Association","SPITEURS FOUS - GROUPE SPELEOLOGIQUE",150,"non",1329
2009,"privé","Association","SPORTING CLUB CLEMENCEAU FOOTBALL",29420,"oui",1330
2009,"privé","Association","SPORTING CLUB DES CLAIRS SOLEILS",500,"non",1331
2009,"privé","Association","SPORTIVE ET CULTURELLE PRIMAIRE ARENES",400,"non",1332
2009,"privé","Association","ASEB - SPORTS EXTREMES BISONTINS",8076,"oui",1333
2009,"privé","Association","STAND DE TIR DU FORT BENOIT",0,"oui",1334
2009,"privé","Association","SYNDICAT REGIONAL INFIRMIER LIBERAUX",2000,"non",1335
2009,"privé","Association","SYNECO HABITAT ADAPTE A OSSATURE BOIS",7733,"non",1336
2009,"privé","Association","TAMBOUR BATTANT",3500,"oui",1337
2009,"privé","Association","TENNIS DE TABLE DE PLANOISE",191,"oui",1338
